,Place,HorseNumber,HorseName,HorseCode,Jockey,Trainer,ActualWeight,DeclarWeight,RunningPosition,LBW,FinishTime,WinOdds,Date,RaceIndex
199,5, 2, FLYING TOURBILLON, (T051), M L Yeung, P F Yiu, 129, 1123, 11, 3-1/2, 1.11.28, 15,20160907,20160907_7
200,7, 4, GRACE HEART, (S399), O Doleuze, C Fownes, 129, 1003, 4, 4, 1.11.35, 13,20160907,20160907_7
201,9, 5, THE SHOW, (T256), T H So, C H Yip, 127, 1087, 6, 5-3/4, 1.11.62, 53,20160907,20160907_7
202,11, 12, MIDNITE PROMISE, (S379), K C Ng, T K Ng, 113, 1026, 9, 7, 1.11.80, 99,20160907,20160907_7
203,2, 9, LUCKY PROFIT, (S335), J Moreira, C S Shum, 120, 1137, 1, 1, 1.10.85, 2.4,20160907,20160907_7
204,4, 3, HAPPY BAO BEI, (S172), B Prebble, Y S Tsui, 130, 1152, 8, 3, 1.11.18, 14,20160907,20160907_7
205,6, 1, FANTASTIC FEELING, (T273), D Whyte, D E Ferraris, 133, 1197, 10, 3-3/4, 1.11.30, 25,20160907,20160907_7
206,8, 7, RAINBOW FIGHTER, (N193), K K Chiong, D Cruz, 119, 1057, 7, 5-1/4, 1.11.54, 28,20160907,20160907_7
207,10, 11, SUNNY WIN, (V254), K C Leung, L Ho, 117, 1216, 12, 6, 1.11.67, 99,20160907,20160907_7
208,12, 6, FIVE UP HIGH, (S276), K Teetan, A T Millard, 126, 1098, 5, 7-1/2, 1.11.89, 12,20160907,20160907_7
209,1, 12, BLOCKER DEE, (T374), K Teetan, C Fownes, 117, 1234, 10, -, 1.09.95, 6.5,20160907,20160907_8
210,3, 10, BULLISH SMART, (S221), M Chadwick, A S Cruz, 118, 1099, 4, 2-3/4, 1.10.40, 18,20160907,20160907_8
211,5, 3, CHARITY JOY, (P278), K K Chiong, C S Shum, 119, 1140, 7, 4-1/4, 1.10.63, 19,20160907,20160907_8
212,7, 6, HIGH FIVE, (T200), D Whyte, A T Millard, 120, 1052, 2, 5-1/4, 1.10.80, 7.6,20160907,20160907_8
213,9, 9, RIGHTEOUS, (S128), M L Yeung, T P Yung, 117, 1116, 8, 6-1/2, 1.11.00, 32,20160907,20160907_8
214,11, 1, PABLOSKY, (S156), S Clipperton, J Moore, 133, 1142, 12, 9, 1.11.39, 99,20160907,20160907_8
215,2, 4, MR BOGART, (V253), J Moreira, J Moore, 124, 1249, 3, 1/2, 1.10.05, 2,20160907,20160907_8
216,4, 11, HAMMER KING, (V034), K C Leung, P F Yiu, 116, 1189, 6, 3-1/4, 1.10.47, 9.7,20160907,20160907_8
217,6, 8, MAJESTIC ANTHEM, (P238), T H So, D J Hall, 117, 1064, 5, 4-1/4, 1.10.64, 39,20160907,20160907_8
218,8, 5, ALMABABY, (V057), Y T Cheng, Y S Tsui, 123, 1131, 9, 5-3/4, 1.10.86, 12,20160907,20160907_8
219,10, 2, TRAVEL RENYI, (S394), N Callan, R Gibson, 127, 1067, 1, 7, 1.11.08, 14,20160907,20160907_8
220,12, 7, HELLA HEDGE, (P355), H N Wong, K W Lui, 112, 1084, 11, 9-3/4, 1.11.50, 99,20160907,20160907_8
221,1, 6, ACE KING, (T331), S Clipperton, L Ho, 129, 1133, 13, -, 0.57.36, 6.4,20160907,20160907_1
222,3, 2, SHOWING CHARACTER, (T289), B Prebble, D E Ferraris, 133, 1091, 4, 4-3/4, 0.58.10, 6.3,20160907,20160907_1
223,5, 14, NOBLE BUDDIES, (T356), M L Yeung, A Lee, 115, 1172, 8, 5-1/4, 0.58.19, 23,20160907,20160907_1
224,7, 12, HEARTILY WINS, (P424), T H So, D E Ferraris, 117, 1108, 1, 5-1/2, 0.58.26, 59,20160907,20160907_1
225,9, 5, SEA WARRIOR, (P411), N Rawiller, W Y So, 130, 1105, 14, 6-3/4, 0.58.45, 7.4,20160907,20160907_1
226,11, 8, ALL TOGETHER, (T420), H W Lai, A Lee, 126, 1094, 5, 12-3/4, 0.59.39, 29,20160907,20160907_1
227,13, 13, THUNDERSTROKE, (T067), M Chadwick, C W Chang, 119, 1214, 12, 14, 0.59.60, 14,20160907,20160907_1
228,2, 11, PERFECT SMART, (S413), O Doleuze, C W Chang, 123, 1061, 3, 3-1/2, 0.57.92, 12,20160907,20160907_1
229,4, 9, LEAN JOURNEY, (S389), Z Purton, C H Yip, 124, 1081, 2, 5, 0.58.15, 3.6,20160907,20160907_1
230,6, 4, RICCO RICCO, (V085), D Whyte, Y S Tsui, 132, 1072, 10, 5-1/2, 0.58.24, 6.6,20160907,20160907_1
231,8, 3, KING'S STEED, (S051), K C Ng, T K Ng, 127, 1183, 7, 5-3/4, 0.58.29, 46,20160907,20160907_1
232,10, 10, MIGHTY GAINS, (P260), H N Wong, K L Man, 116, 1115, 6, 10-1/4, 0.58.98, 43,20160907,20160907_1
233,12, 7, STORM KID, (S338), Y T Cheng, T K Ng, 129, 1140, 9, 13, 0.59.44, 95,20160907,20160907_1
234,14, 1, FAST ROCKET, (V064), J Moreira, A T Millard, 133, 1142, 11, 16, 0.59.92, 27,20160907,20160907_1
235,1, 1, GOOD FOR YOU, (T265), J Moreira, Y S Tsui, 133, 990, 14, -, 1.22.10, 3.8,20160907,20160907_3
236,3, 5, GOOD METHOD, (S218), N Rawiller, C S Shum, 132, 1033, 1, N, 1.22.15, 5.7,20160907,20160907_3
237,5, 9, JIMSON THE FAMOUS, (T253), Z Purton, C H Yip, 130, 1041, 3, 3-1/4, 1.22.61, 5.2,20160907,20160907_3
238,7, 14, BERNARD'S CHOICE, (N156), T H So, T K Ng, 111, 1051, 8, 8-3/4, 1.23.50, 94,20160907,20160907_3
239,9, 2, AMBITIOUS SPEEDY, (T063), H W Lai, A Lee, 132, 1168, 9, 9, 1.23.55, 10,20160907,20160907_3
240,11, 3, CASH COURIER, (S417), C Y Ho, K L Man, 130, 1193, 12, 12-3/4, 1.24.16, 78,20160907,20160907_3
241,13, 8, DYNAMIC VOYAGE, (P066), K C Leung, L Ho, 128, 1118, 11, 15, 1.24.49, 18,20160907,20160907_3
242,2, 13, SNOWHOOVES, (S409), H N Wong, D Cruz, 109, 1076, 2, SH, 1.22.11, 9.7,20160907,20160907_3
243,4, 11, FANTASTICLIFE, (S320), O Doleuze, C Fownes, 124, 1114, 7, 3, 1.22.57, 6,20160907,20160907_3
244,6, 7, LAUGHING LORD, (T071), M Chadwick, C W Chang, 131, 1078, 5, 8-1/4, 1.23.42, 30,20160907,20160907_3
245,8, 12, PERFECT TIMING, (T019), S Clipperton, T P Yung, 120, 1097, 6, 9, 1.23.55, 75,20160907,20160907_3
246,10, 4, DASHING FORTUNE, (P046), N Callan, D E Ferraris, 132, 1116, 13, 11-1/4, 1.23.89, 46,20160907,20160907_3
247,12, 6, SILVER GATSBY, (T161), K K Chiong, A S Cruz, 125, 1155, 4, 13, 1.24.16, 13,20160907,20160907_3
248,WV-A, 10, GLORY SUNSHINE, (S313), D Whyte, W Y So, 125, 1100, ---, ---,,,20160907,20160907_3
249,1, 9, SMILING GLORY, (V231), D Whyte, K L Man, 124, 1174, 6, -, 1.10.10, 11,20160907,20160907_4
250,3, 10, I'M THE WON FOR U, (T364), N Rawiller, Y S Tsui, 123, 1042, 11, N, 1.10.14, 18,20160907,20160907_4
251,5, 8, DR RACE, (T284), H W Lai, D E Ferraris, 125, 1063, 7, 1/2, 1.10.18, 20,20160907,20160907_4
252,7, 5, FURIOUS PEGASUS, (S441), O Bosson, T K Ng, 126, 1031, 1, 1-1/4, 1.10.32, 19,20160907,20160907_4
253,9, 3, SALSA BROTHERS, (V022), H T Mo, C S Shum, 121, 1100, 2, 2-1/2, 1.10.52, 35,20160907,20160907_4
254,11, 1, A BEAUTIFUL, (T421), Z Purton, W Y So, 133, 1079, 3, 2-3/4, 1.10.56, 2.5,20160907,20160907_4
255,2, 2, LANSBURY, (T164), J Moreira, D J Hall, 133, 1164, 5, N, 1.10.14, 5.6,20160907,20160907_4
256,4, 4, ROYAL PARTNER, (N394), B Prebble, C Fownes, 128, 1073, 12, 1/2, 1.10.17, 15,20160907,20160907_4
257,6, 11, RESPECT, (T359), S Clipperton, J Moore, 122, 1146, 8, 3/4, 1.10.21, 8.8,20160907,20160907_4
258,8, 7, WINNING VIBE, (V147), O Doleuze, C W Chang, 126, 1145, 9, 2-1/4, 1.10.45, 6.5,20160907,20160907_4
259,10, 6, MODERN FORTUNE, (T081), T H So, L Ho, 124, 1007, 10, 2-3/4, 1.10.53, 43,20160907,20160907_4
260,12, 12, BO DUKE, (S378), K C Leung, P F Yiu, 115, 1095, 4, 8-3/4, 1.11.51, 99,20160907,20160907_4
261,1, 14, REWARDING FLYER, (T401), S Clipperton, J Moore, 117, 1037, 13, -, 1.22.07, 12,20160907,20160907_5
262,3, 12, INVENTION MASTER, (T395), Y T Cheng, K W Lui, 119, 1244, 3, 1/2, 1.22.14, 39,20160907,20160907_5
263,5, 10, PACKING STARCRAFT, (V230), N Callan, W Y So, 125, 1193, 9, 4-1/4, 1.22.74, 4.3,20160907,20160907_5
264,7, 9, EXCELLENCE, (T314), T H So, A Lee, 123, 1035, 8, 5, 1.22.87, 21,20160907,20160907_5
265,9, 8, SOUL ACHIEVER, (S133), D Whyte, A T Millard, 126, 1163, 10, 7-1/4, 1.23.22, 20,20160907,20160907_5
266,11, 13, FORTUNE GIGGLES, (S346), H T Mo, Y S Tsui, 108, 1219, 11, 9, 1.23.52, 15,20160907,20160907_5
267,13, 11, CHEERFUL FRAME, (S300), K K Chiong, C H Yip, 113, 1147, 14, 12-1/4, 1.24.02, 31,20160907,20160907_5
268,2, 2, MAGNETISM, (V114), J Moreira, D E Ferraris, 133, 1109, 4, HD, 1.22.10, 2.3,20160907,20160907_5
269,4, 6, GREAT TOPLIGHT, (T031), O Doleuze, C Fownes, 128, 1089, 6, 2-3/4, 1.22.52, 28,20160907,20160907_5
270,6, 5, SNOW SLIDER, (P438), H W Lai, P F Yiu, 129, 1147, 2, 4-3/4, 1.22.82, 10,20160907,20160907_5
271,8, 1, DIVINE DIYA, (P030), M Chadwick, D Cruz, 133, 1160, 7, 6-1/4, 1.23.09, 30,20160907,20160907_5
272,10, 7, LONDON CITY, (T080), H N Wong, K L Man, 121, 1136, 1, 8-3/4, 1.23.47, 12,20160907,20160907_5
273,12, 3, MONEY MAN, (V227), O Bosson, P O'Sullivan, 132, 1120, 5, 11-3/4, 1.23.95, 99,20160907,20160907_5
274,14, 4, FIONN'S CITY, (V049), C Y Ho, C S Shum, 129, 1042, 12, 16-1/2, 1.24.72, 74,20160907,20160907_5
275,1, 12, LUCKY DAY, (S014), M Chadwick, A S Cruz, 114, 1107, 3, -, 1.09.17, 5.4,20160907,20160907_6
276,3, 4, HAPPY CHEERS, (V297), B Prebble, C Fownes, 123, 1108, 9, 3-1/2, 1.09.71, 7.5,20160907,20160907_6
277,5, 7, ORIONIDS, (V355), H W Lai, C S Shum, 120, 1284, 6, 4-1/2, 1.09.90, 69,20160907,20160907_6
278,7, 2, TRAVEL SUCCESSOR, (V121), Y T Cheng, W Y So, 124, 1097, 10, 5-1/4, 1.10.00, 19,20160907,20160907_6
279,9, 6, LOOK ERAS, (V123), H N Wong, Y S Tsui, 110, 1040, 12, 6-3/4, 1.10.24, 12,20160907,20160907_6
280,11, 10, EASY TOUCH, (V269), M L Yeung, C S Shum, 114, 1208, 5, 8-1/4, 1.10.49, 99,20160907,20160907_6
281,WX-A, 3, CHEVALIER STAR, (T167), Z Purton, J Moore, 123, 1237, ---, ---,,,20160907,20160907_6
282,2, 11, LOTUS BREEZE, (T112), T H So, W Y So, 112, 1076, 7, SH, 1.09.19, 5.3,20160907,20160907_6
283,4, 5, REGENCY DARLING, (T138), K K Chiong, K L Man, 116, 1206, 1, 3-3/4, 1.09.76, 2.2,20160907,20160907_6
284,6, 1, JOYFUL PARK, (S382), H T Mo, T P Yung, 123, 1220, 8, 5, 1.09.96, 99,20160907,20160907_6
285,8, 9, VARA PEARL, (S138), D Whyte, A T Millard, 118, 1035, 4, 6-1/4, 1.10.18, 44,20160907,20160907_6
286,10, 8, GOLDEN DEER, (P121), J Moreira, T P Yung, 119, 1120, 2, 7, 1.10.28, 12,20160907,20160907_6
287,WV, NOBLE DE BOY, (T373), H N Wong, Y S Tsui, 113, 1017, ---, ---, -,,,20160907,20160907_6
288,1, 3, ABLE DEED, (V136), D Whyte, J Moore, 130, 1181, 7, -, 1.35.07, 3.7,20160907,20160907_7
289,3, 11, SUPERNATURAL, (V063), C Y Ho, A S Cruz, 117, 1064, 1, 2, 1.35.39, 6.7,20160907,20160907_7
290,5, 5, CIRCUIT FORTUNE, (P357), M L Yeung, A Lee, 122, 1057, 3, 4-1/2, 1.35.78, 51,20160907,20160907_7
291,7, 10, RED PEONY, (T014), S Clipperton, Y S Tsui, 119, 1111, 9, 5-1/4, 1.35.93, 7.5,20160907,20160907_7
292,9, 7, AZTEC EMPIRE, (T064), B Prebble, W Y So, 121, 1144, 12, 8-3/4, 1.36.46, 33,20160907,20160907_7
293,11, 12, EQUITY DOCTRINE, (T329), M Chadwick, C W Chang, 113, 1126, 5, 10-1/2, 1.36.75, 34,20160907,20160907_7
294,2, 2, UNIQUE HAPPIEST, (S245), K K Chiong, K W Lui, 124, 1111, 8, N, 1.35.14, 8.2,20160907,20160907_7
295,4, 1, GOLD DRAGON, (S339), N Callan, R Gibson, 133, 1106, 2, 4-1/4, 1.35.74, 4.9,20160907,20160907_7
296,6, 8, WEALTHY FORTUNE, (P324), K C Leung, K L Man, 119, 1025, 6, 4-1/2, 1.35.78, 20,20160907,20160907_7
297,8, 6, HIT A HOME RUN, (N248), J Moreira, D J Hall, 123, 1090, 11, 7-1/4, 1.36.24, 4.9,20160907,20160907_7
298,10, 9, AMAZING ALWAYS, (N432), H W Lai, D E Ferraris, 119, 1152, 10, 8-3/4, 1.36.49, 99,20160907,20160907_7
299,12, 4, HEALTH WISE, (P219), Y T Cheng, D Cruz, 128, 1098, 4, 20-1/2, 1.38.34, 99,20160907,20160907_7
300,1, 9, SKY HERO, (T083), Z Purton, Y S Tsui, 122, 1146, 11, -, 1.08.89, 3.5,20160907,20160907_8
301,3, 6, DIAMOND MASTER, (S397), O Bosson, P F Yiu, 124, 1168, 1, 3-3/4, 1.09.48, 19,20160907,20160907_8
302,5, 4, DEJA VU, (T376), K C Leung, A Lee, 125, 1238, 8, 6, 1.09.85, 3.5,20160907,20160907_8
303,7, 10, TIANHUANG, (T303), D Whyte, J Moore, 117, 1128, 2, 6-3/4, 1.09.97, 7.5,20160907,20160907_8
304,9, 1, NORTHERN FALLS, (T354), H T Mo, T P Yung, 123, 1115, 6, 9-1/4, 1.10.37, 16,20160907,20160907_8
305,WV-A, 3, SEA RUBY, (S238), H N Wong, D Cruz, 122, 1165, ---, ---,,,20160907,20160907_8
306,2, 11, GOAL FOR GOLD, (S439), T H So, C S Shum, 114, 1082, 9, 2-1/2, 1.09.29, 6.8,20160907,20160907_8
307,4, 8, BRIGHT STRIKE, (S195), N Callan, C Fownes, 123, 1100, 4, 4-3/4, 1.09.64, 8.3,20160907,20160907_8
308,6, 12, LAUGH OUT LOUD, (P297), K K Chiong, K L Man, 108, 1125, 3, 6, 1.09.86, 14,20160907,20160907_8
309,8, 7, ELITE SPIRIT, (S200), K C Ng, W Y So, 119, 1156, 12, 8-1/4, 1.10.23, 43,20160907,20160907_8
310,10, 2, STARTLING POWER, (S204), Y T Cheng, T K Ng, 130, 1065, 5, 11, 1.10.64, 27,20160907,20160907_8
311,WX-A, 5, MINT MASTER, (V180), J Moreira, A T Millard, 125, 1075, ---, ---,,,20160907,20160907_8
312,1, 12, TWIN DELIGHT, (S125), K C Leung, C Fownes, 116, 1090, 12, -, 1.21.16, 99,20160907,20160907_9
313,3, 11, I'M IN CHARGE, (S164), C Y Ho, C Fownes, 117, 1066, 4, N, 1.21.22, 4.6,20160907,20160907_9
314,5, 6, ALL YOU WISH, (P031), N Rawiller, C H Yip, 123, 1187, 1, 2-1/4, 1.21.53, 8.8,20160907,20160907_9
315,7, 7, BRILLIANT SHINE, (S099), Z Purton, C H Yip, 123, 1071, 6, 3-1/4, 1.21.67, 34,20160907,20160907_9
316,9, 1, HORSE OF FORTUNE, (T118), K K Chiong, A T Millard, 126, 1081, 2, 4, 1.21.80, 30,20160907,20160907_9
317,11, 8, JUN HUO, (S307), Y T Cheng, K W Lui, 122, 1189, 3, 7-1/2, 1.22.37, 85,20160907,20160907_9
318,2, 5, JOYFUL TRINITY, (V110), J Moreira, J Moore, 124, 1154, 10, SH, 1.21.17, 1.9,20160907,20160907_9
319,4, 3, ROMANTIC TOUCH, (S393), N Callan, A S Cruz, 127, 1163, 8, 1, 1.21.33, 10,20160907,20160907_9
320,6, 10, SERGEANT TITANIUM, (S332), B Prebble, J Size, 121, 1122, 11, 3-1/4, 1.21.66, 32,20160907,20160907_9
321,8, 4, BORN IN CHINA, (T103), D Whyte, K W Lui, 124, 1071, 7, 4, 1.21.78, 7.7,20160907,20160907_9
322,10, 9, PACKING LLAREGYB, (S109), H T Mo, P F Yiu, 112, 1167, 5, 7-1/4, 1.22.32, 27,20160907,20160907_9
323,12, 2, HELENE SUPER STAR, (S152), M Chadwick, A S Cruz, 128, 1207, 9, 7-3/4, 1.22.39, 99,20160907,20160907_9
324,1, 10, CALIFORNIA JOY, (T406), J Moreira, A S Cruz, 118, 1178, 3, -, 1.34.50, 1.7,20160907,20160907_10
325,3, 6, PACKING DRAGON, (T230), Z Purton, P F Yiu, 123, 1203, 5, 1, 1.34.68, 13,20160907,20160907_10
326,5, 12, WINNAM, (P119), K C Leung, T P Yung, 116, 1170, 2, 1-3/4, 1.34.79, 30,20160907,20160907_10
327,7, 1, WINNIE'S HONEY, (V132), C Y Ho, C Fownes, 131, 1021, 14, 2-1/2, 1.34.92, 25,20160907,20160907_10
328,9, 14, AMAZINGLY, (N384), T H So, D E Ferraris, 113, 1182, 12, 3, 1.34.96, 99,20160907,20160907_10
329,11, 8, UNIQUE JOYOUS, (S244), K K Chiong, K L Man, 114, 1161, 9, 7, 1.35.61, 12,20160907,20160907_10
330,13, 3, DASHING KING, (T297), H N Wong, Y S Tsui, 122, 1098, 10, 8-3/4, 1.35.90, 20,20160907,20160907_10
331,2, 9, REDWOOD BABY, (P358), O Doleuze, C S Shum, 120, 1034, 6, SH, 1.34.52, 44,20160907,20160907_10
332,4, 11, CLUB LIFE, (P309), M L Yeung, R Gibson, 116, 1085, 4, 1-1/2, 1.34.75, 5.7,20160907,20160907_10
333,6, 5, INDUSTRIALIST WAY, (S023), N Callan, C H Yip, 125, 1177, 1, 2-1/4, 1.34.88, 19,20160907,20160907_10
334,8, 4, AMAZING AGILITY, (V192), H W Lai, D E Ferraris, 125, 1006, 13, 2-3/4, 1.34.95, 22,20160907,20160907_10
335,10, 13, ASHKIYR, (P151), D Whyte, J Moore, 117, 1078, 11, 4-1/4, 1.35.16, 43,20160907,20160907_10
336,12, 7, RHODE ASSASSIN, (T423), S Clipperton, C S Shum, 123, 1042, 7, 8-1/4, 1.35.80, 99,20160907,20160907_10
337,14, 2, BALAY BALAY, (V247), O Bosson, A T Millard, 130, 1121, 8, 17, 1.37.22, 99,20160907,20160907_10
338,1, 12, MIGHTY WONGCHOY, (S050), K K Chiong, K L Man, 106, 1101, 3, -, 1.40.27, 7.4,20160907,20160907_1
339,3, 3, WINASWEWISH, (T385), C Y Ho, C Fownes, 131, 1158, 13, 4, 1.40.92, 21,20160907,20160907_1
340,5, 1, DRAGON BACHELOR, (P128), H N Wong, Y S Tsui, 126, 1134, 14, 7, 1.41.37, 18,20160907,20160907_1
341,7, 14, PROPEL REPEL, (T034), H W Lai, C W Chang, 113, 1135, 8, 11, 1.42.01, 54,20160907,20160907_1
342,9, 4, HAPPY FRIENDSHIP, (S074), N Callan, D E Ferraris, 132, 935, 6, 13-3/4, 1.42.45, 8.2,20160907,20160907_1
343,11, 10, PRECIOUS GEM, (S097), S Clipperton, T K Ng, 120, 1098, 7, 16-1/4, 1.42.88, 9.5,20160907,20160907_1
344,13, 7, THIS IS GLADIATOR, (T261), O Doleuze, C S Shum, 122, 1063, 4, 19-1/4, 1.43.36, 5.9,20160907,20160907_1
345,2, 5, JIMSON THE FAMOUS, (T253), Z Purton, C H Yip, 130, 1032, 10, 1-3/4, 1.40.55, 4.8,20160907,20160907_1
346,4, 8, MIZZEN GREY, (N192), M Chadwick, T K Ng, 121, 1056, 2, 5-1/2, 1.41.14, 16,20160907,20160907_1
347,6, 6, TELEPHATIA, (P405), M L Yeung, A Lee, 128, 1067, 5, 7-3/4, 1.41.51, 22,20160907,20160907_1
348,8, 2, PRINCE FALCON, (T144), D Whyte, J Moore, 133, 1048, 12, 12-1/2, 1.42.28, 10,20160907,20160907_1
349,10, 13, CROATIA, (P132), K C Ng, C W Chang, 108, 1027, 11, 14-1/2, 1.42.60, 30,20160907,20160907_1
350,12, 11, FRESH AND FRESH, (P407), T H So, L Ho, 111, 1081, 1, 19-1/4, 1.43.33, 17,20160907,20160907_1
351,14, 9, MY CUP OVERFLOWS, (P378), C Schofield, R Gibson, 120, 1146, 9, 58-3/4, 1.49.65, 16,20160907,20160907_1
352,1, 4, JING JING WIN, (V328), Z Purton, D J Hall, 126, 1102, 5, -, 1.09.51, 1.5,20160907,20160907_2
353,3, 6, GAINFULJET, (V283), K C Leung, A S Cruz, 119, 1199, 9, 5-1/2, 1.10.40, 46,20160907,20160907_2
354,5, 8, HASTILY FEET, (T259), D Whyte, W Y So, 119, 1129, 6, 6-3/4, 1.10.59, 7.2,20160907,20160907_2
355,7, 5, RICHCITY FORTUNE, (V088), S Clipperton, J Moore, 125, 1141, 7, 7-1/2, 1.10.70, 11,20160907,20160907_2
356,9, 12, FAITHFUL BOY, (T089), K K Chiong, Y S Tsui, 108, 1083, 4, 8-3/4, 1.10.92, 25,20160907,20160907_2
357,11, 3, JUMBO HAPPINESS, (V315), B Prebble, C Fownes, 131, 1094, 12, 9, 1.10.95, 99,20160907,20160907_2
358,WV, MANFUL STAR, (V010), H W Lai, P F Yiu, 118, -, ---, ---, -,,,20160907,20160907_2
359,2, 10, WINNING BOY, (N186), C Schofield, R Gibson, 117, 975, 3, 4, 1.10.17, 12,20160907,20160907_2
360,4, 1, KINGSTON JUMBO, (P283), H N Wong, L Ho, 126, 1082, 10, 6-1/2, 1.10.55, 38,20160907,20160907_2
361,6, 2, BOSSIEE, (S405), O Doleuze, D Cruz, 131, 1149, 1, 7-1/4, 1.10.68, 8.6,20160907,20160907_2
362,8, 7, UNIQUE AWESOME, (T088), M L Yeung, A Lee, 119, 1056, 8, 8-1/4, 1.10.85, 38,20160907,20160907_2
363,10, 11, EVERYONE'S CHOICE, (P208), T H So, K L Man, 113, 1145, 2, 9, 1.10.94, 53,20160907,20160907_2
364,12, 9, ROCK THE TREE, (P272), H W Lai, D E Ferraris, 119, 1051, 11, 10, 1.11.11, 81,20160907,20160907_2
365,1, 12, GOOD FIT, (S131), O Doleuze, C W Chang, 119, 1118, 2, -, 1.40.08, 12,20160907,20160907_3
366,3, 13, DRAGON HARMONY, (T283), C Schofield, J Moore, 117, 1172, 13, 2, 1.40.39, 5.2,20160907,20160907_3
367,5, 8, TRUE COMMENT, (S328), N Callan, P F Yiu, 124, 1035, 4, 3-3/4, 1.40.69, 26,20160907,20160907_3
368,7, 7, SPINNING DANCER, (S078), Z Purton, K L Man, 125, 1045, 12, 5-1/4, 1.40.90, 5.5,20160907,20160907_3
369,9, 4, DASHING SUPER, (N348), B Prebble, Y S Tsui, 129, 1178, 5, 8, 1.41.34, 4.9,20160907,20160907_3
370,11, 11, RISING POWER, (N294), T H So, C W Chang, 119, 1090, 11, 11-1/2, 1.41.91, 83,20160907,20160907_3
371,UR, 3, DIAMOND FRIENDS, (S376), O Bosson, J Size, 130, 1050, 1, -,,,20160907,20160907_3
372,2, 2, ELECTRONIC PHOENIX, (S343), K Teetan, T P Yung, 131, 1175, 9, SH, 1.40.08, 6.1,20160907,20160907_3
373,4, 6, MASTER GOLD, (T325), Y T Cheng, L Ho, 125, 1116, 10, 2-1/4, 1.40.44, 99,20160907,20160907_3
374,6, 10, CHEERFUL FRAME, (S300), K K Chiong, C H Yip, 114, 1153, 7, 4-1/2, 1.40.80, 26,20160907,20160907_3
375,8, 5, HEARTS KEEPER, (N360), K C Leung, D E Ferraris, 125, 1224, 3, 7-3/4, 1.41.31, 38,20160907,20160907_3
376,10, 9, GREAT TREASURE, (T380), S Clipperton, T K Ng, 122, 981, 8, 8-1/2, 1.41.44, 20,20160907,20160907_3
377,12, 1, SALSA BROTHERS, (V022), N Rawiller, C S Shum, 133, 1097, 6, 26-1/2, 1.44.30, 19,20160907,20160907_3
378,1, 2, GREEN CARD, (V126), D Whyte, J Moore, 128, 1144, 6, -, 1.09.81, 2,20160907,20160907_6
379,3, 5, LANG TAI SING, (S280), K Teetan, K L Man, 121, 1074, 10, 1/2, 1.09.90, 9.1,20160907,20160907_6
380,5, 8, RAGING BULL, (S370), T H So, J Size, 118, 1121, 8, 3-1/2, 1.10.35, 39,20160907,20160907_6
381,7, 9, CAREFREE LET GO, (T059), M L Yeung, C S Shum, 115, 1054, 7, 4-1/4, 1.10.47, 12,20160907,20160907_6
382,9, 1, FABULOUS NOVEMBER, (N342), N Callan, R Gibson, 133, 1146, 3, 4-3/4, 1.10.58, 99,20160907,20160907_6
383,11, 3, OCEAN ROAR, (N317), H N Wong, A Lee, 119, 1189, 2, 6-1/2, 1.10.86, 99,20160907,20160907_6
384,2, 4, IRON BOY, (V071), K K Chiong, K W Lui, 115, 1172, 1, HD, 1.09.83, 5.7,20160907,20160907_6
385,4, 10, TEAM FORTUNE, (T306), C Schofield, W Y So, 117, 1146, 4, 2, 1.10.13, 4.8,20160907,20160907_6
386,6, 7, PAKISTAN BABY, (S442), M Chadwick, A S Cruz, 120, 1035, 11, 4, 1.10.43, 13,20160907,20160907_6
387,8, 12, KITAYA, (S187), Y T Cheng, Y S Tsui, 116, 1067, 5, 4-3/4, 1.10.57, 99,20160907,20160907_6
388,10, 6, LOVELY DELOVELY, (S022), S Clipperton, D Cruz, 120, 1030, 12, 6-1/4, 1.10.80, 99,20160907,20160907_6
389,12, 11, GOLDEN SUN, (V187), H W Lai, A T Millard, 116, 1054, 9, 8-1/4, 1.11.11, 78,20160907,20160907_6
390,1, 7, DRAGON MASTER, (V099), Z Purton, C W Chang, 123, 1079, 2, -, 0.55.92, 2.9,20160907,20160907_7
391,3, 2, TIMELY ARRIVED, (S431), H N Wong, Y S Tsui, 121, 1163, 14, 3, 0.56.40, 11,20160907,20160907_7
392,5, 8, FLYING FORCE, (V014), D Whyte, C H Yip, 123, 1076, 7, 3-1/2, 0.56.48, 14,20160907,20160907_7
393,7, 1, DIAMOND DRAGON, (V002), N Rawiller, K W Lui, 133, 1118, 10, 4-1/2, 0.56.64, 7.5,20160907,20160907_7
394,9, 12, WINFULL PATROL, (P063), M L Yeung, R Gibson, 117, 1196, 8, 6-3/4, 0.57.00, 26,20160907,20160907_7
395,11, 14, LOOKS LIKE THE CAT, (T238), C Schofield, C Fownes, 115, 1122, 13, 8-1/4, 0.57.25, 9.6,20160907,20160907_7
396,13, 9, GOLDEN CHOPSTICKS, (P120), H W Lai, A Lee, 121, 1186, 4, 9-1/4, 0.57.39, 95,20160907,20160907_7
397,2, 10, BEAUTY MASTER, (V135), K C Leung, A S Cruz, 118, 1111, 9, 3/4, 0.56.03, 3.9,20160907,20160907_7
398,4, 5, GRACE HEART, (S399), C Y Ho, C Fownes, 122, 999, 5, 3-1/4, 0.56.44, 72,20160907,20160907_7
